,Instance,Inst_Type,DptModule,CtyModule,DmdModule,1.NumberCities,2.SD_DistMat,3.XCent,4.YCent,5.Radius_PS,6.FracDistinctDist,7.SD_NNDist,8.CV_NNDist,9.Ratio_ClustCities,10.Ratio_OutlierCities,11.Ratio_EdgerCities,12.NumberClusters,13.MeanClustRadius,14.XDepot,15.YDepot,16.SD_Demand,17.Ratio_DemCap,18.Ratio_MaxclustdemCap,19.Ratio_OutlierdemDem,20.Ratio_MaxcitydemDem,21.AvgRouteLength,22.Area_PS,23.MinNumberTrucks,L1.CWSoln,L2.SPSoln,L3.GASoln,L4.SOMSoln,Label
11,instance1008-n160-k17-CRcSvsr,CRcSvsr,C,Rc,Svsr,159,138.3357918520162,248.0,250.0,212.30144331810158,0.73,11.709072239391544,0.6103997555350962,0.031446540880503145,0.13836477987421386,0.06289308176100629,5,56.736757228602656,250,250,0.0250609452726592,0.9820971867007672,10.08695652173913,0.14583333333333334,0.14492753623188406,9.352941176470589,246016,17,10908.956749985848,10827.672859870085,14228,10873.25321286575,SP
12,instance1010-n155-k20-CEU,CEU,C,E,U,154,122.4728088419996,248.0,250.0,189.98573546452306,0.0,0.2264459196001573,0.01417573406220694,0.032467532467532464,0.0,0.06493506493506493,5,124.6967741935484,250,250,0.0,0.9625,3.875,0.0,0.125,7.7,192000,20,9823.05803818024,10408.62754144647,13976,10052.806870428305,CW
13,instance1009-n35-k6-ERcLvsr,ERcLvsr,E,Rc,Lvsr,34,132.05074452647122,245.5,238.0,188.804468357878,0.98,27.408942721140946,0.6588095650526647,0.08823529411764706,0.2352941176470588,0.08823529411764706,3,66.29574692079133,0,0,0.0291726117478054,0.9228591648973816,2.097664543524416,0.2258435582822086,0.21231422505307854,5.666666666666668,227465,6,5810.205584296803,6676.463947243195,5145,5629.504356209852,GA
14,instance1011-n25-k2-ERcMsfl,ERcMsfl,E,Rc,Msfl,24,127.32243437739128,237.0,248.0,182.03843714041224,1.0,39.26576896999924,0.6977088134024904,0.08333333333333333,0.3333333333333333,0.125,2,70.32243739812353,0,0,0.13415295602651467,1.0,0.9863636363636364,0.3272727272727273,0.4318181818181818,12.0,227465,2,3133.7312480624128,2961.2049940766437,2271,2706.258883614296,GA
15,instance1012-n45-k4-CRU,CRU,C,R,U,44,120.0081680372408,254.5,254.5,186.97204821465343,0.97,21.429027175989045,0.5159368546907409,0.045454545454545456,0.06818181818181818,0.09090909090909093,2,127.94315881706706,250,250,1.3877787807814454e-17,0.9166666666666666,1.9166666666666667,0.06818181818181818,0.08333333333333333,11.0,231261,4,3615.677722224661,3498.3647132493907,3335,3413.1713879784306,GA
16,instance1013-n35-k5-EEQ,EEQ,E,E,Q,34,125.21983769628204,248.0,250.0,184.85561941992577,0.06,7.809340692775947,0.10798311099034633,0.029411764705882356,0.0,0.14705882352941174,1,184.85561941992577,0,0,0.024648685684475688,0.8019607843137255,4.0098039215686265,0.0,0.16013071895424835,6.8,207450,5,5481.775691530129,5677.983599100346,4888,5267.445228526425,GA
17,instance1014-n35-k3-ERcQ,ERcQ,E,Rc,Q,34,133.99932602693684,254.0,243.0,191.03306785500183,0.98,23.288815021369835,0.541912543595156,0.029411764705882356,0.1176470588235294,0.1176470588235294,1,176.94085267738606,0,0,0.012111003587078529,0.8066418373680944,2.106145251396648,0.1296652558676414,0.09217877094972067,11.333333333333336,238063,3,3659.7823860921458,3874.6065518583773,3609,3571.5943941519026,SOM
18,instance1015-n165-k19-RRcU,RRcU,R,Rc,U,164,118.3043985089199,249.0,250.0,171.92511586091774,0.64,14.462083403941483,0.7386793765913433,0.012195121951219513,0.10365853658536583,0.06707317073170732,2,100.45991153984218,438,266,2.7755575615628914e-17,0.95906432748538,15.555555555555555,0.10365853658536583,0.1111111111111111,8.631578947368421,248000,19,14306.455580241683,15156.47451294229,17469,14983.87573262781,CW
19,instance1016-n40-k4-RRcLvsr,RRcLvsr,R,Rc,Lvsr,39,121.04710300671341,253.0,250.0,169.86981049957248,0.98,31.48310699629864,0.7510160877559794,0.02564102564102564,0.15384615384615385,0.05128205128205128,1,147.58179990195504,489,27,0.01671746172145406,0.888748419721871,3.0467762326169407,0.14295874822190613,0.12515802781289506,9.75,244036,4,4789.917447534051,4846.718915053946,4403,4408.915050487116,GA
20,instance1017-n55-k5-CRcLvlr,CRcLvlr,C,Rc,Lvlr,54,119.68515096166976,226.5,253.0,183.58352942980042,0.95,20.7956236175787,0.6806439510437251,0.037037037037037035,0.2222222222222222,0.16666666666666666,2,91.0423424971127,250,250,0.049407538309664725,0.85125,2.509375,0.19933920704845812,0.15,10.8,217160,5,3851.2808201617677,3704.085552769015,4165,3642.203494107592,SOM
21,instance1018-n130-k19-CCQ,CCQ,C,C,Q,129,146.10428513374995,261.5,238.0,197.0258194330703,0.75,14.367142596277613,0.9367569873254944,0.04651162790697674,0.17054263565891473,0.15503875968992248,6,32.78002979097402,250,250,0.02701242343145361,0.9564159937737134,7.12014787430684,0.16020750686603602,0.18299445471349354,6.789473684210527,210834,19,9956.223296962797,10232.477075301445,11531,10113.41995974425,CW
22,instance1019-n160-k14-CRSvlr,CRSvlr,C,R,Svlr,159,128.77093861416978,252.0,251.5,198.28747869704728,0.71,12.37634032573884,0.5824750082308919,0.07547169811320754,0.18867924528301888,0.2327044025157233,12,36.90111746406085,250,250,0.04715508379435502,0.9953917050691244,2.9838709677419355,0.1828703703703704,0.16129032258064516,11.357142857142858,245518,14,9221.018170394416,9382.894284772454,14346,9164.14636781199,SOM
23,instance102-n135-k8-ECLvsr,ECLvsr,E,C,Lvsr,134,131.5491436407554,250.5,268.0,197.27805246964198,0.77,17.691594384789916,0.8859918406605102,0.022388059701492536,0.09701492537313433,0.07462686567164177,3,81.75349763854571,0,0,0.011971613593089354,0.9713224085365854,4.024390243902439,0.09249632172633644,0.07621951219512195,16.75,250000,8,9581.442257185863,10084.656826168946,12323,9840.23891785116,CW
24,instance1020-n115-k20-CCQ,CCQ,C,C,Q,114,199.77836643072442,247.0,251.5,239.79863308269836,0.67,17.19483182055845,1.0553613877967274,0.03508771929824561,0.17543859649122806,0.12280701754385966,4,31.080590405618626,250,250,0.034536414587553466,0.9833333333333332,11.864801864801864,0.1796847220576034,0.2331002331002331,5.7,238620,20,11832.50475936043,12947.184267159464,12352,13477.210157516392,CW
25,instance1021-n35-k3-CCMsfl,CCMsfl,C,C,Msfl,34,157.59285896217804,246.5,249.5,221.42957454020583,0.97,18.545442480016767,0.6920923726835415,0.08823529411764706,0.08823529411764706,0.1176470588235294,3,53.305047482132274,250,250,0.13041452141204415,0.9308510638297872,1.1436170212765957,0.1580952380952381,0.5212765957446809,11.333333333333336,240051,3,2688.2584427973156,2825.3538756355615,2406,2639.3337037088613,GA
26,instance1022-n145-k8-ECU,ECU,E,C,U,144,111.02745047212092,247.0,247.5,162.31217098135951,0.67,14.543549507508596,0.8601247180768851,0.05555555555555555,0.3611111111111111,0.1111111111111111,8,28.86213672102444,0,0,6.938893903907227e-18,0.9,1.2,0.3611111111111111,0.05,18.0,241570,8,8374.717841591502,8529.816554483084,10010,7842.824415973389,SOM
27,instance1025-n20-k2-CEMsfl,CEMsfl,C,E,Msfl,19,122.91566187117138,249.5,250.0,194.41775775199508,0.02,11.696153213770758,0.12158163423878128,0.05263157894736842,0.0,0.2631578947368421,1,194.41775775199508,250,250,0.08008398405070176,0.5570719602977667,1.1141439205955337,0.0,0.2431761786600496,9.5,150000,2,2413.4311659943414,2216.041576950377,2216,2216.041576950377,GA
28,instance1023-n115-k12-RRSvlr,RRSvlr,R,R,Svlr,114,121.1828413171318,246.5,259.0,187.1230847740519,0.83,13.093964746129522,0.5897460122336969,0.07017543859649122,0.18421052631578946,0.17543859649122806,8,46.72643940724108,437,198,0.054314592070615786,0.9212121212121211,4.618181818181818,0.17598684210526316,0.18181818181818185,9.5,234720,12,8557.18299641837,9497.729527695796,10985,8880.84342442763,CW
29,instance1024-n175-k21-ERLvlr,ERLvlr,E,R,Lvlr,174,123.07169252738251,249.5,250.0,184.0865253083579,0.66,11.383411993938616,0.5555453965897723,0.03448275862068965,0.09770114942528736,0.14367816091954022,6,49.32816512141088,0,0,0.06970199239238269,0.9767740429505136,14.291666666666664,0.11697932847413073,0.24509803921568624,8.285714285714286,249500,21,19211.994217159234,24189.648586694795,25165,21943.53811880615,CW
30,instance1026-n175-k29-ECSvsr,ECSvsr,E,C,Svsr,174,126.94035315224657,255.0,244.5,180.39130637518403,0.64,12.482759719200294,0.7812767858012686,0.040229885057471264,0.08045977011494253,0.11494252873563217,7,42.92118370910638,0,0,0.03642176216778745,0.9969348659003832,7.888888888888888,0.08378170637970793,0.2222222222222222,6.0,243024,29,25168.44479657792,31504.43583093981,28708,28354.46670167191,CW
31,instance1028-n80-k8-EEMsfl,EEMsfl,E,E,Msfl,79,123.38182253157295,247.5,250.0,187.2115519065501,0.03,4.1301462408084975,0.13127509919436792,0.06329113924050632,0.0,0.12658227848101267,5,122.34666666666666,0,0,0.11683599771637215,0.8813344594594594,1.7837837837837838,0.0,0.3344594594594595,9.875,216000,8,7919.697459642411,9703.805303045841,9392,8076.403335861844,CW
32,instance1029-n120-k10-EESvlr,EESvlr,E,E,Svlr,119,121.0917499230553,240.0,250.0,184.71207439516132,0.01,3.497164615873209,0.1721109443421965,0.04201680672268908,0.0,0.08403361344537816,5,118.95652173913042,0,0,0.044557458967210715,0.9787878787878788,2.303030303030303,0.0,0.15151515151515152,11.9,211500,10,9962.236349514202,11995.014461234805,12568,10520.765506929532,CW
33,instance1027-n200-k24-CRQ,CRQ,C,R,Q,199,123.42038195028543,250.0,250.0,189.40943067162246,0.59,10.112909467976896,0.5654875228936418,0.07035175879396985,0.18592964824120606,0.22110552763819094,14,34.04362811998228,250,250,0.02211330136896413,0.9903146125845034,3.7238689547581902,0.18155562848703646,0.15600624024961,8.291666666666666,245024,24,13325.190864729218,14430.34006297891,18366,13791.705661939674,CW
34,instance103-n110-k16-RCLvlr,RCLvlr,R,C,Lvlr,109,138.7010641913548,252.0,247.5,190.82761731787326,0.84,16.790809651777042,0.7951368498851422,0.06422018348623854,0.1743119266055046,0.1743119266055046,7,35.8797303672141,308,201,0.08595735845455799,0.9845085470085472,4.262108262108262,0.15988424669922227,0.2849002849002849,6.8125,239598,16,9647.348459765995,10711.744373111454,10900,10093.59056327789,CW
35,instance1031-n160-k22-CRSvsr,CRSvsr,C,R,Svsr,159,122.93395999352276,251.5,249.5,189.19588094104333,0.71,10.878795530223712,0.5210385160095974,0.03773584905660377,0.06289308176100629,0.16981132075471694,6,62.19583321146839,250,250,0.031997052496795964,0.9975206611570248,12.10909090909091,0.0579950289975145,0.18181818181818185,7.227272727272727,248003,22,12363.813230509037,13028.84111019404,15458,12381.96337536272,CW
36,instance1032-n165-k14-CRSvsr,CRSvsr,C,R,Svsr,164,127.17194887474945,251.0,251.0,196.35663053926152,0.7,11.140983746159284,0.5427437018606632,0.08536585365853659,0.17073170731707318,0.2073170731707317,14,35.62286459125601,250,250,0.01729181190643319,0.9539170506912442,2.161290322580645,0.1714975845410628,0.10752688172043012,11.714285714285715,246012,14,9556.492224671727,9181.770314817786,12179,9415.361182875688,SP
37,instance1033-n105-k11-ERcLvsr,ERcLvsr,E,Rc,Lvsr,104,126.60134209776992,250.0,241.5,201.3163181165601,0.84,13.099099890761046,0.5657044197506317,0.02884615384615385,0.1346153846153846,0.10576923076923077,3,81.63161824973936,0,0,0.01907107380470655,0.934640522875817,8.058823529411764,0.12727272727272726,0.13071895424836602,9.454545454545457,240518,11,11105.419160672765,12272.609339185163,12500,11466.523022714702,CW
38,instance1034-n40-k6-RRMsfl,RRMsfl,R,R,Msfl,39,120.93256761408848,256.5,251.0,180.87918994508902,0.97,23.023897649308033,0.4963813715491641,0.02564102564102564,0.10256410256410256,0.15384615384615385,1,166.7518276611761,62,259,0.20711540086721428,0.94880174291939,5.006535947712418,0.12055109070034445,0.6339869281045751,6.5,230860,6,4994.411232473617,5769.117150617495,5335,5430.314126984266,CW
39,instance1035-n50-k10-EESvlr,EESvlr,E,E,Svlr,49,124.62616388037222,250.0,250.0,187.0182240523402,0.03,5.676480972116487,0.11173564634725347,0.020408163265306117,0.0,0.0,1,187.0182240523402,0,0,0.0989204536143746,0.9640000000000001,9.64,0.0,0.4,4.9,213750,10,9910.10762287182,11524.751827148477,10320,10457.693326148998,CW
40,instance1037-n190-k13-REMsfl,REMsfl,R,E,Msfl,189,122.21974969768763,246.5,250.0,188.6700899039458,0.01,0.1635421782390271,0.012596468976276459,0.026455026455026454,0.0,0.052910052910052914,5,123.64054054054054,145,157,0.08520058892674848,0.9501267962806424,3.184065934065934,0.0,0.2692307692307692,14.538461538461537,192400,13,7842.664906363438,8812.811994337166,13340,8198.443827774567,CW
41,instance1036-n170-k9-ERQ,ERQ,E,R,Q,169,125.81995629944949,250.0,248.0,192.04501606587502,0.69,10.663764422300957,0.5423251384347134,0.09467455621301776,0.1893491124260355,0.1893491124260355,16,31.30875281917568,0,0,0.00943864811739038,0.915824915824916,0.9741161616161615,0.19446997549019607,0.06313131313131314,18.777777777777782,246015,9,10475.259083123803,10733.434249908867,15064,10121.414831132557,SOM
42,instance1038-n175-k16-EEMsfl,EEMsfl,E,E,Msfl,174,122.0989151861084,245.0,250.0,186.9148207061353,0.01,3.0411767941739654,0.21371749916461907,0.02873563218390805,0.0,0.057471264367816084,5,121.72,0,0,0.12444039938878355,0.9633810572687224,4.938325991189426,0.0,0.4405286343612335,10.875,217350,16,14255.62931380528,18826.42180558904,21643,16089.787423610405,CW
43,instance1039-n175-k46-CCQ,CCQ,C,C,Q,174,153.86757857837316,256.0,255.0,207.09473923189495,0.61,12.34989609150166,0.8675681173366966,0.03448275862068965,0.10344827586206896,0.08045977011494253,6,35.83054846112885,250,250,0.05121426577536593,0.9799850074962518,26.431034482758623,0.09760575231392947,0.3448275862068966,3.782608695652174,230384,46,22690.94013869628,25177.781484000552,24707,27101.622394381135,CW
44,instance1040-n90-k8-ERSvlr,ERSvlr,E,R,Svlr,89,128.47753705456304,251.5,251.5,192.8380723905423,0.89,16.39172330937102,0.6465956764785976,0.033707865168539325,0.033707865168539325,0.14606741573033707,3,96.37663194913969,0,0,0.041495754835058934,0.9003623188405797,5.6231884057971016,0.04024144869215292,0.14492753623188406,11.125,246012,8,8290.493111160798,9178.00285256484,9860,8152.439489603303,SOM
45,instance104-n95-k7-RCLvlr,RCLvlr,R,C,Lvlr,94,93.91366315849542,247.0,235.0,157.72802221436942,0.78,25.29848310780377,1.1693602689873939,0.02127659574468085,0.22340425531914893,0.07446808510638298,2,61.32811252617425,356,228,0.043755174030033685,0.9749167156574564,2.886145404663923,0.2150753768844221,0.13717421124828533,13.428571428571427,224420,7,5737.439663013385,6016.912281519153,7165,5613.625405447021,SOM
46,instance1042-n165-k9-CCQ,CCQ,C,C,Q,164,138.3971290760357,274.5,261.0,171.83535873151868,0.54,10.87728173130516,0.8024086814490371,0.012195121951219513,0.1402439024390244,0.08536585365853659,2,55.77679429412185,250,250,0.009425203316013264,0.9690586419753088,5.3902777777777775,0.13743132415001194,0.06944444444444445,18.222222222222218,199444,9,5841.322229967086,5900.596213288041,8143,5595.726201463878,SOM
47,instance1043-n140-k16-RRcLvlr,RRcLvlr,R,Rc,Lvlr,139,131.68015616155088,250.5,248.0,204.3908269297949,0.77,12.40200294254804,0.6367514255257215,0.05035971223021583,0.07913669064748201,0.10071942446043164,7,51.158522610274886,159,277,0.06287225847189461,0.9953399122807016,3.956140350877193,0.0940512255576976,0.21929824561403508,8.6875,241572,16,10336.233335646011,10853.532519936169,13794,10402.211766115784,CW
48,instance1044-n115-k13-CRSvsr,CRSvsr,C,R,Svsr,114,121.4039384574828,254.0,249.0,190.26720560047605,0.83,13.56708031932096,0.5595982910225407,0.017543859649122806,0.06140350877192983,0.12280701754385966,2,134.48572223437344,250,250,0.026382144102946314,0.9976331360946744,7.046153846153847,0.06761565836298933,0.15384615384615385,8.76923076923077,243024,13,8350.657035376356,8258.981149665791,9586,8094.467391732331,SOM
49,instance1045-n155-k33-RCSvlr,RCSvlr,R,C,Svlr,154,121.7875260769538,251.0,254.5,163.2001033950447,0.66,12.880795855560002,0.7538156697670876,0.025974025974025976,0.17532467532467533,0.09090909090909093,4,51.4697043675269,376,89,0.12100913739929076,0.9927272727272728,16.32,0.1575091575091575,0.4,4.666666666666667,229648,33,17743.779857281927,25110.178643173338,20053,24572.375349439702,CW
50,instance1046-n185-k26-ECQ,ECQ,E,C,Q,184,145.28477556442044,250.5,245.5,215.8557319917027,0.58,19.378327142715854,1.175060729689107,0.016304347826086956,0.13043478260869565,0.04891304347826087,3,54.591295221164046,0,0,0.028321864234798724,0.994144013880856,15.01315789473684,0.13584466584248414,0.18796992481203006,7.0769230769230775,244518,26,25252.959759701695,28107.17109852299,29430,29642.68711048568,CW
51,instance1047-n115-k25-EELvlr,EELvlr,E,E,Lvlr,114,121.47244282744715,241.0,250.0,185.1864619223417,0.02,3.5276903375710646,0.16539439957256313,0.04385964912280702,0.0,0.08771929824561403,5,119.51739130434784,0,0,0.11855323435940597,0.9782113821138212,5.3861788617886175,0.0,0.4065040650406504,4.56,212400,25,22083.429256161533,28415.14137410964,24112,26621.727558750288,CW
52,instance1049-n65-k10-ERcSvlr,ERcSvlr,E,Rc,Svlr,64,121.30637187118698,243.0,252.5,176.45125604842545,0.93,21.282109983365146,0.6841112381310295,0.078125,0.1875,0.1875,5,56.56506358694389,0,0,0.07069015434115139,0.9282051282051282,2.58974358974359,0.22375690607734808,0.2564102564102564,6.4,239580,10,9019.269688686953,10494.463687322423,9437,9658.214987197964,CW
53,instance1048-n170-k11-RRcMsfl,RRcMsfl,R,Rc,Msfl,169,129.1492400894232,243.0,249.0,200.94731228620918,0.68,12.893042269709651,0.6515977988247899,0.035502958579881665,0.28994082840236685,0.1124260355029586,6,42.56356790224998,269,186,0.07967985940117328,0.9153207198892478,4.713197969543146,0.3445928913536678,0.2512690355329949,15.363636363636365,238128,11,8239.988888031969,8412.418811082316,12998,8371.98387442054,CW
54,instance105-n30-k5-RRU,RRU,R,R,U,29,115.99547115201166,260.0,250.5,166.7973941385969,0.97,23.8673694112447,0.49927397218091296,0.03448275862068965,0.20689655172413796,0.10344827586206896,1,143.6971680565884,179,269,5.551115123125783e-17,0.9666666666666668,3.8333333333333335,0.20689655172413796,0.16666666666666666,5.8,213750,5,3227.455690208989,3142.662602421293,3114,3080.0763661090837,SOM
55,instance1050-n185-k22-ECLvsr,ECLvsr,E,C,Lvsr,184,77.390259994118,156.0,248.0,117.66644712049542,0.34,9.095523216556392,0.7646493786497947,0.010869565217391304,0.14673913043478262,0.07608695652173914,2,50.74826643117786,0,0,0.022111115157560004,0.9959069366652306,18.086887835703003,0.1476674598024371,0.1579778830963665,8.363636363636363,154440,22,14435.250006759747,17866.77985428384,18002,16872.397302428897,CW
56,instance1052-n75-k17-RCLvsr,RCLvsr,R,C,Lvsr,74,112.04841131668384,224.0,256.0,161.72723875075397,0.89,15.823594374398278,0.687242897799446,0.08108108108108109,0.13513513513513514,0.14864864864864866,6,37.47556438071847,47,84,0.04380492503380265,0.9828214471629358,6.7551622418879065,0.129590395480226,0.2949852507374631,4.352941176470588,218624,17,10182.00234162998,10871.812604293107,10241,10481.16072277456,CW
57,instance1051-n80-k11-CCSvsr,CCSvsr,C,C,Svsr,79,108.22989913478204,241.0,258.0,146.704866933808,0.84,13.002793340884589,0.5370129516666112,0.02531645569620253,0.1139240506329114,0.1139240506329114,2,87.58206317804589,250,250,0.03173950146715187,0.9310344827586208,8.0,0.1127946127946128,0.1724137931034483,7.1818181818181825,191588,11,5114.790976314506,5422.604567168923,5514,5094.455397811369,SOM
58,instance1053-n45-k11-REQ,REQ,R,E,Q,44,123.20620103346027,247.0,250.0,186.74995095734727,0.04,1.1022190192228016,0.0199806548292091,0.022727272727272728,0.0,0.11363636363636365,1,186.74995095734727,490,108,0.047581269903474464,0.9346500145222192,10.281150159744408,0.0,0.31309904153354634,4.0,185200,11,9280.70310762021,10358.394339274808,8560,9440.263489192583,GA
59,instance1054-n150-k13-CRLvlr,CRLvlr,C,R,Lvlr,149,123.23260333868194,251.0,249.0,190.75270519303638,0.73,12.062703781380348,0.5656691498695159,0.060402684563758385,0.1342281879194631,0.16778523489932887,9,46.64802052598721,250,250,0.04821525605767423,0.926832222895215,2.492913385826772,0.11632466344268726,0.15748031496062992,11.461538461538463,241032,13,8136.986826592191,8312.645381512608,11482,7996.993492892872,SOM
60,instance1055-n140-k16-ERU,ERU,E,R,U,139,125.17762377947676,252.0,249.0,189.02547912908156,0.76,12.912385410688305,0.5588312297532719,0.05755395683453238,0.2517985611510791,0.1510791366906475,8,40.731489507221326,0,0,1.3877787807814454e-17,0.9652777777777778,4.888888888888889,0.2517985611510791,0.1111111111111111,8.6875,247008,16,14919.787511878785,17701.72350918891,17123,18940.85364782265,CW
61,instance1056-n20-k2-CRcMsfl,CRcMsfl,C,Rc,Msfl,19,130.09929182349438,257.5,238.0,176.04519567872185,1.0,29.28109617855736,0.6271700765977037,0.05263157894736842,0.15789473684210525,0.10526315789473684,1,143.14354995418103,250,250,0.09594931537605277,0.7527624309392266,1.466850828729282,0.02568807339449541,0.2707182320441989,9.5,200184,2,1956.5252539728954,1981.4504263005326,1931,1950.6538261069645,GA
62,instance1057-n185-k20-CEQ,CEQ,C,E,Q,184,120.63646652227551,240.0,250.0,186.85217462460858,0.0,0.3110763694626667,0.02398879881225233,0.02717391304347826,0.0,0.05434782608695652,5,120.75750750750751,250,250,0.020375030460408058,0.956267409470752,3.9860724233983285,0.0,0.1392757660167131,9.2,187200,20,9663.76073839945,10564.925828921612,16606,10156.214055498991,CW
63,instance1058-n60-k6-CRSvsr,CRSvsr,C,R,Svsr,59,124.99240960759244,249.5,251.5,191.60044859638114,0.95,17.069896895647332,0.4633967458989054,0.01694915254237288,0.06779661016949153,0.11864406779661014,1,186.77955588671242,250,250,0.021569402462485315,0.9588744588744588,5.3766233766233755,0.0654627539503386,0.12987012987012986,9.833333333333334,247009,6,4526.875742943465,4452.7983440551025,4700,4343.0631059638,SOM
64,instance1059-n55-k9-RRcQ,RRcQ,R,Rc,Q,54,108.75788824643284,254.0,279.0,161.69311000722755,0.92,19.025871703031378,0.6273209805856821,0.05555555555555555,0.14814814814814814,0.1111111111111111,3,74.21953957955512,349,453,0.031182603643879418,0.9162149954832882,4.317073170731708,0.1414838550653192,0.2032520325203252,6.0,183600,9,5572.805660346036,6330.809232651489,5640,5590.718158858192,CW
